efta,justice_gov_url,dataset,pages,scan_content_length,scan_last_modified,sample_verified,first_page_preview
EFTA02439624,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439624.pdf,11,4,465,,,"To:  Jeffrey Epstein[jeeyacation©gmail.com]  From:  Sent:  Sat 7/4/2009 7:11:31 PM  Subject: Re:  will you Ilk me less f i have ugly knees now?  --- C6, 4.7.09, Jeffrey Epstein <jeevacatiokagmaitcom>"
EFTA02439635,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439635.pdf,11,4,465,,,"To:  Jeffre E stein 'eevacation@gmail.com]  From:  Sent:  at  : :  M  Subject: Re:  i will always come back to you!  p.s.just went for a walk in the park, there was a guy asking me to take a photo wit"
EFTA02439655,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439655.pdf,11,4,465,,,"To:  Jeffre E stein 'eevacation©gmail.com]  From:  Sent:  Fri 6/26/2009 6:02:23 PM  Subject: Re:  i wish i had a passport of a civilized country!  miss you  nT, 26.6.09, Jeffrey Epstein tfrevatatiokag"
EFTA02439722,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439722.pdf,11,5,465,,,"To:  Jeffrey Epstein[jeeyacation@gmail.com]  From:  Sent:  Tue 7/7/2009 11:52:22 AM  Subject: Re:  dear Jeffrey, i m already in moscow in my country house with my family, so nice here.  how is everyth"
EFTA02439795,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439795.pdf,11,5,465,,,"To:  From:  Sent:  Thur 7/9/2009 7:50:20 AM  Subject: Re:  Hi Jeffrey, how arc you?  in moscow rainy, staying in the country house with the family. Getting my passport tomorrow.  Next week I nccd to g"
EFTA02439909,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02439909.pdf,11,4,465,,,"To:    gmail.corn]  From:  •  • Sent:  a  . .  Subject: Re:  Caro Jeffrey, i m flying to msc tomorrow, so will be on my russian cell  baci  BT, 30.6.09, Jeffrey Epstein leemeation(a gmaittvin> nuwet"
EFTA02440154,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02440154.pdf,11,6,465,,,"To:  Jeffrey Epsteinueeyacation©gmail.corn]  From:  Sent:  Mon 7/13/2009 10:58:50 AM  Subject: Re:  hi Jeffrey, how arc you?tt  can you please call my nissian cell today  thank you  kiss  th-, 9.7.09,"
EFTA02440422,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02440422.pdf,11,1,465,,,"To:  Jeeyacationueeyacation@gmail.com]  From:  Sent:  Sat 7/25/2009 9:13:26 PM  Subject:  Re: We miss you- wish you were here...  But, you should see our pussies...  Manu, Natalia and Sue  On Jul 25,"
EFTA02440829,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02440829.pdf,11,1,465,,,To:  JE Vacation 'eevacation gmail.com]  From:  Sent  Tue 8/4/2009 6:06:27 PM  Subject  Re: Dvds  I can't leave florida before I get the FAA test done and I get my period but I am  happy to stay in a
EFTA02440869,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02440869.pdf,11,1,465,,,"To:  From:  Sent  Tue 7/28/2009 2:17:23 PM  Subject:  Re:  You didn't ask    Original Message  From: JE Vacation  To:  Sent: Jul 28, 2009 10:11 AM  Subject:  did you organize roza as i asked?  Sent vi"
EFTA02441166,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02441166.pdf,11,1,465,,,"To:  Jeffery Epsteinueevacationftmail.com]  From:  Alone Righi  Sent  Mon 8/17/2009 4:44:28 PM  Subject  RE:  Hi Jeffrey,  My sister is still in Brazil and I started working for somebody as his assist"
EFTA02441340,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02441340.pdf,11,1,465,,,"To:  •  jeevacations  From:  Sent  Subject  mail.com eevacations  Sat 8/8/2009 12:44:19 PM  gmail.com]  Jeffrey,  You can call me now when you want  GMI Productions Ltd  Studio 146  Registered in Engl"
EFTA02441361,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02441361.pdf,11,1,465,,,To:  From:  Sent  Sat 8/8/2009 1:25:25 PM  acationiagniacorn]  Waou!!  Was so so great to hear your voice! You can not even imagine how happy and  excited I am to know that you are FREEEEE!!!  I will
EFTA02441696,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02441696.pdf,11,1,465,,,"To:  '  v  in  mil  m •  vacation©gmail.com]  From:  Sent:  aT ar2009  12:11:02 AM  Subject:  Jeffrey,  I have tryed to call you today, will call you back tomorrow in early morning for  you..  I can n"
EFTA02442069,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02442069.pdf,11,2,465,,,"To:  From:  Sent  Mon 5/4/2009 5:20:32 PM  just talked to the agency, taking three days off'''''''''  cant wait to see you, flying tonight late  kissessssssss  O5, 2.5.09, Jeffrey Epstein <jeevacation"
EFTA02442734,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02442734.pdf,11,1,465,,,To:  jeevacationtegmail.com[jeevacation@gmail.com]  From:  Faith Kates  Sent:  Wed 5/20/2009 12:15:08 AM  Subject:  Re:  Lets talk in the am let me have a think on it kids r having a blast  seNds u  a
EFTA02443691,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02443691.pdf,11,3,465,,,To:  jeffreybeevacation©gmail.com)  From:  Sent  Mon 6/15/2009 12:10:58 PM  Subject RE: new assistant  I have only spoken to her sister so far who explained that Bertille didn't realized she would hav
EFTA02443806,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02443806.pdf,11,1,465,,,To:  jeffreyheevacation©gmail coal]  From: !mpg  Sent  5:15:26 PM  Subject  RE: Re :  Bertille called me; she said she really wasn't ready to travel more than once a month and be away  for weeks; it i
EFTA02444059,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02444059.pdf,11,2,465,,,To:  jeffrey epsteinueevacation@gmaitcom)  From:  Ramsey Elkholy  Sent:  Sun 10/25/2009 7:45:59 PM  Subject: RE:  6015 119740803914 792053914 2391706 5795387 n.ioq  Marta Marta B (ajoo  Marta B (4).io
EFTA02445501,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02445501.pdf,11,6,465,,,"To:  jeevacation©gmail.com  Subject Re: Re:  To:  From:  Sent  Wednesday, December 1, 2010 1:13:54 AM  Ok, jenya is confirmed for 3  Sent via BlackBerry from T-Mobile  From: Jeffrey Epstein leevacatio"
EFTA02445810,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02445810.pdf,11,1,465,,,"From:  Lesley Groff  Sent:  Tuesday, November 1, 2016 11:11 AM  To:  Jefffrey Epstein  Subject:  hire car or uber for Wandi upon arrival?  Do you prefer Wandi take an Uber or should I hire her a car t"
EFTA02445854,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02445854.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, November 1, 2016 11:29 AM  To:  Larry  Subject:  Re: BBJ DAR  tell shoud to call them, also tell him we said=he was ill, so as not to have hi"
EFTA02445888,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02445888.pdf,11,4,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesday, November 2, 2016 2:38 PM  To:  Larry  Subject:  Re: BBJ DAR WITH CORRECTION  what would he budget for a total re rag, soft goods =arpets et"
EFTA02446039,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02446039.pdf,11,2,465,,,"From:  1461496@gmail.com  Sent:  Tuesday, November 1, 2016 6:41 PM  To:  jeffrey E.  Subject:  Re:  Jeffrey, thank you so much for your ki=d words, I'll email Lesley then.  = read the book and my favo"
EFTA02446451,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02446451.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, October 25, 2016 4:57 PM  To:  Larry Visoski  Subject:  Re: BBJ JFK  930 ok  On Tuesday, 25 October 2016, Larry Visoski «= href=""mailto  wrot"
EFTA02446490,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02446490.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Saturday, October 22, 2016 11:49 AM  To:  Larry Visoski; Richard Kahn  Subject:  Re: Orlando  i would have preferred not to tell claire who ws com=ng,"
EFTA02446830,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02446830.pdf,11,1,465,,,"From:  Sent:  To:  Subject:  jeffrey E. <jeevacation@gmail.com>  Sunday, October 23, 2016 8:34 PM  Re:  how old. not very pretty. we=will see, all new apples this week  On Sun, Oct 23, 2016 at 4:30 PM"
EFTA02446978,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02446978.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, October 18, 2016 1:17 PM  To:  Richard Kahn  Subject:  Re: Magnani - Wandi  yes  On Tue, Oct 18, 2016 at 9:16 AM, Richard Kahn conversation-i"
EFTA02449312,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02449312.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, October 2, 2016 9:00 PM  To:  Subject:  Re: CV  I'll follow up remind me tomorw  On Sunday, 2 =ctober 2016,  wrote:  I war; wondering if there"
EFTA02450200,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02450200.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Thursday, September 15, 2016 2:15 PM  To:  Claire Brugirard  waiting on your responses 7?- 1!  please not=  The information contained in this communic"
EFTA02450334,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02450334.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  jeffrey E. <jeevacation@gmail.com>  Saturday, September 24, 2016 2:52 PM  Re: Magnani  sorry just saw you are in paris. hope to see y=u soon, im still in new y  On Fri, Se"
EFTA02450453,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02450453.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Thursday, September 15, 2016 2:22 PM  To:  lvjet  Subject:  Fwd:    Forwarded messag=  From: Claire Brugirard < <mailto:  Date: Thu, Sep 15, 2016 at 1"
EFTA02451745,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02451745.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, September 13, 2016 10:03 PM  To:  Claire Brugirard  good eid  =C2  please note  The information co=tained in this communication is confidenti"
EFTA02452412,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452412.pdf,11,7,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesday, August 24, 2016 12:16 PM  To:  Larry Visoski  Subject:  Re: BBJ A6-DFR  tell her since we signed an nda, can we have read on=y access to th"
EFTA02452425,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452425.pdf,11,4,465,,,"From:  jee <jeevacation@gmail.com>  Sent:  Sunday, August 21, 2016 12:05 PM  To:  Claire Brugirard  Subject:  Re: Royal Jet BBJs for sale MSN 30884 & MSN 29865  send me your short offer to purchase so"
EFTA02452442,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452442.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Saturday, August 20, 2016 12:33 PM  To:  Claire Brugirard  Subject:  Re: Fw: Royal Jet His for sale MSN 30884 & MSN 29865  it is now unclear which yea"
EFTA02452504,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452504.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Saturday, August 20, 2016 12:38 PM  To:  N.N.  Subject:  Re: Check this out!  is your friend still coming in september?  On Sun, Aug 14, 2016 at =:23"
EFTA02452618,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452618.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, August 21, 2016 1:09 PM  To:  Larry Visoski  Subject:  Re: BBJ A6-DFR  do you have any record of when we changed the g2 fro= silver to black?"
EFTA02452724,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452724.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Friday, September 2, 2016 11:46 PM  To:  Larry Visoski  Subject:  Re: BBJ  Thanks ask to see camp program  On Friday, 2 Septerber 2016, Larry Visoski"
EFTA02452970,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02452970.pdf,11,1,465,,,"From:  Sent:  Saturday, August 20, 2016 4:43 PM  To:  Jeffrey E.  Subject:  Re: Check this out!  I haven't spoken to her in a while. Le= me find out and get back to you.  ampa=DOOneno c iPhone  20 asO"
EFTA02453021,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02453021.pdf,11,4,465,,,"From:  Larry Visoski <  Sent:  Sunday, August 21, 2016 1:48 PM  To:  jeffrey E.  Subject:  Re: BBJ A6-DFR  Ok,  Sent from my iPhone  On Aug 21, 2016, at 9:36 AM, jef=rey E. <jeevacation@gmail.com</a>"
EFTA02453045,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02453045.pdf,11,4,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Saturday, September 3, 2016 4:35 AM  To:  Larry Visoski  Subject:  Re: BBJ  ok, thank i would appreciate access to trax =AO , also ... if then one eng"
EFTA02453124,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02453124.pdf,11,5,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, August 23, 2016 3:56 PM  To:  Larry  Subject:  Re: BBJ A6-DFR  yes, to thomas world airways. yes =s to nda  On Tue, Aug 23, 2016 at 8:52 AM,"
EFTA02453729,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02453729.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Monday, August 15, 2016 12:38 PM  To:  Bella Klein  Subject:  Re:  Yes  On Monday, August 15, 2016, Bella Klein  wrote:  Please confirm it is ok to wi"
EFTA02454018,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02454018.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, August 23, 2016 11:56 PM  To:  Sultan Bin Sulayem  Subject:  Re: Royal Jet His for sale MSN 30884 & MSN 29865  yes, of course. is it far from"
EFTA02454091,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02454091.pdf,11,4,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesday, August 24, 2016 12:07 AM  To:  Sultan Bin Sulayem  Subject:  Re: Royal Jet BBJs for sale MSN 30884 & MSN 29865  would it be possibvle for y"
EFTA02454133,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02454133.pdf,11,4,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, August 21, 2016 10:59 AM  To:  Claire Brugirard  Subject:  Re: Fw: Royal Jet His for sale MSN 30884 & MSN 29865  please send a purchase contra"
EFTA02454145,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02454145.pdf,11,1,465,,,"From:  Sent:  Sunday, August 21, 2016 6:06 PM  To:  jeffrey E.  Subject:  Re: Check this out!  Hello Jeffrey! SoMwasn't being n=ce in her response to me.  Dasha w=ll be coming to NYC on August 25th."
EFTA02454616,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02454616.pdf,11,1,465,,,"From:  Sent:  Wednesday, May 2, 2018 3:38 PM  To:  Jeffrey E.  Subject:  Terje  Sneaky,  >  I am super dammie!  Please ask Terje =f he needs my help to take care of him while he is in NYC?  <=r>  Sinc"
EFTA02455970,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02455970.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  jeffrey E. <jeevacation@gmail.com>  Sunda , Jul 31, 2016 10:55 PM  Re:  why is your mother angry. ? =hy did she say things liike that? we can pay her to let you st=y. what"
EFTA02456032,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02456032.pdf,11,1,465,,,"From:  Lesley Groff <  Sent:  Monday, July 18, 2016 2:32 PM  To:  Jefffrey Epstein  Cc:  Lyn; Jojo Fontanilla; merwin dela cruz;  Subject:  Wandi and Penny  Wandi and Penny are confirmed to come see y"
EFTA02456266,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02456266.pdf,11,1,465,,,"From:  Lesley Groff <lesleyjee@gmail.com>  Sent:  Wednesday, July 20, 2016 5:16 PM  To:  Jefffrey Epstein  Subject:  reminder. Wandi & Penny to come at 1:30  reminder: Wandi & Penny to come at 1:30  <"
EFTA02456826,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02456826.pdf,11,2,465,,,"From:  Lesley Groff <  Sent:  Tuesday, July 19, 2016 2:44 PM  To:  Jefffrey Epstein  Cc:  Lyn fontanilla; lop Fontanilla;  Subject:  Rich and Darren  Rich and Darren will come see you tomorrow at 2:30"
EFTA02456900,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02456900.pdf,11,1,465,,,"From:  Sent:  To:  Subject:  yrs  On Mon, Jul 18, 2016 at 7:40 PM,  jeffrey E. <jeevacation@gmail.com>  Monday, July 18, 2016 11:46 PM  I  Re:  &l=;renbolotova@gm=il.com <mailto  > wrote:  conversatio"
EFTA02457940,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02457940.pdf,11,1,465,,,"From:  N.N. <  Sent:  Monday, July 11, 2016 6:55 PM  To:  Jeffrey Subject:  Re: 3  We used to live together in Brooklyn when I just came to N=.  2016-07-1= 14:46 GMT-04:00 Jeffrey E. <jeevacation@gmai"
EFTA02458094,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02458094.pdf,11,1,465,,,"From:  Lesley Groff <I  Sent:  Wednesday, J  ,  .  To:  Jefffrey Epstein  Subject:  Wandi-apartment  Wandi is asking if I can help her find a place to stay while here. I =ave set aside 10B for them fr"
EFTA02458840,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02458840.pdf,11,1,465,,,"From:  Sent:  Wednesday, July 6, 2016 11:45 AM  To:  Jefffrey Epstein  Subject:  Reminder Wandi & friend to NY?  Reminder  -nd friend to NY? (I let her know we are still trying to figu=e things out wi"
EFTA02459497,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02459497.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, June 14, 2016 9:51 AM  To:  Bella Klein  Subject:  Fwd: New Invoice Issued for your New School Account    Forwarded messag=  From:  ./a» <mai"
EFTA02460479,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02460479.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, June 26, 2016 6:54 PM  To:  Lesley Groff  Subject:  Re:  ask them to search for tickets well pay  On Sun, Jun 26, 2016 at 1:=2 PM, Lesley Grof"
EFTA02461266,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02461266.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, May 29, 2016 11:38 AM  To:  N.N.  Subject:  Re: Indoor skydiving  you look great sexy happy congratulations.  On Sun, May 29, =016 at 1:16 AM,"
EFTA02465824,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02465824.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Tuesday, April 12, 2016 10:24 AM  To:  Joscha Bach  Subject:  Re: Tuition for schoolchildren  will do,  On Tue, Apr 12, 2016 at 1:15 AM, Joscha Bach"
EFTA02466151,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02466151.pdf,11,2,465,,,"From:  Richard Kahn  Sent:  Tuesday, Aprilli.  To:  jeffrey E.  Subject:  Re: Tuition for schoolchildren  Shall I pay from JEE personal=  Please advise  Thank you  <=cliv>  From: Jeffrey Epstein <jeev"
EFTA02466180,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02466180.pdf,11,1,465,,,"From:  Joscha Bach  Sent:  Tuesday, April 12, 2016 5:15 AM  To:  Jeffrey Epstein  Subject:  Tuition for schoolchildren  Attachments:  INVOICE_1564.pdf  Dear Jeffrey,  The tuition for Taiyo Bach and Ai"
EFTA02467633,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02467633.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesday, April 20, 2016 6:28 PM  To:  1461496@gmail.com  Cc:  happy to help/  ill be back sunday =ight, come see me  please =ote  The information co"
EFTA02469957,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02469957.pdf,11,14,465,,,"From:  Sent:  Monday, February 29, 2016 12:51 PM  To:  Jeffrey E.  Subject:  Re(13]: Thank you s00000000 much:)  i know what you mean. i didn't promomis, i always said maybe.  It was very difficult fo"
EFTA02470652,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02470652.pdf,11,1,465,,,"From:  Sent:  To:  Subject:  8  jeffrey E. <jeevacation@gmail.com>  Tuesday, March 1, 2016 3:01 PM  Re: What time tonight at the house ?  On Tuesday, 1 March 2016, Ihthe.Fiiepasemessigia-joteskiegeson"
EFTA02470685,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02470685.pdf,11,1,465,,,"From:  Julia Strpanvva  yo  Sent:  Sunday, March 20, 2016 10:50 PM  To:  Jeffrey Epstein  Subject:  Tomorrow  Hello Jeffrey ,  Will be home tomorrow around 7 pm , would love to come and see you then !"
EFTA02470883,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02470883.pdf,11,10,465,,,"From:  Sent:  To:  Subject:  jeffrey E. <jeevacation@gmail.com>  Sunday, February 28, 2016 2:57 PM  Re: Thank you s00000000 much:)  do you have any friends that might want to work for me =/div>  On Su"
EFTA02471584,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02471584.pdf,11,2,465,,,"From:  Sent:  Friday, February 26, 2016 5:08 PM  To:  jeffrey E.  Subject:  Re:  Ohhhh I hate my Skype:( I'm leaving this Sunday and I'm planning to vi=it NY.Hope everything goes well.  Miss you!  Man"
EFTA02475964,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02475964.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  jeffrey E. <jeevacation@gmail.com>  Wednesday, December 30, 2015 12:33 PM  Re: To the Great Man!  tell them , i still owe them as you have been =uch a help  On Wed, Dec 30"
EFTA02476354,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02476354.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Friday, December 25, 2015 2:33 PM  To:  Bill & Leslie Elkus  Subject:  Re: Happy Holidays from the Elkus family, card attached  glad to see  On Fri, D"
EFTA02477824,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02477824.pdf,11,1,465,,,"From:  vera g  Sent:  Saturday, April 14, 2018 10:38 AM  To:  Jeffrey Epstein  How are you?  V.  <?xml version=.0"" encoding=TP-8""?>  <!DOCTYPE plist PUBLIC ""-//Apple//DTD PLIST 1.0//EN"" ""http://www.ap"
EFTA02477894,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02477894.pdf,11,1,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, April 8, 2018 9:15 AM  To:  Joscha Bach  Subject:  Re: German International School fees  yes of course try not to wait until the last m=nute ."
EFTA02478844,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02478844.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesda , December 9, 2015 9:08 PM  To:  bellaklein;  Subject:  Re: New Invoice Issued for your New School Account  yes  On Wed, Dec 9, 2015 at 3:25"
EFTA02478923,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02478923.pdf,11,4,465,,,"From:  Sent:  Wednesday, December 9, 2015 9:10 PM  To:  Jeffrey E.  Cc:  bellaklein  Subject:  Re: New Invoice Issued for your New School Account  Thank you so much Jeffrey! ;)  thank you Bella!  On W"
EFTA02481550,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02481550.pdf,11,3,465,,,"From:  Sent:  To:  Subject:  ok  jeffrey E. <jeevacation@gmail.com>  SS , November 1, 2015 9:16 PM  Re:  On Sun, Nov 1, 2015 at 4:15 PM,  <  target=""_  wrote:  Great would l=ve to ! After school aroun"
EFTA02481803,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02481803.pdf,11,3,465,,,"From:  Paul Conti <  Sent:  Wednesday, October 28, 2015 4:36 AM  To:  jeevacation@gmail.com  Cc:  Paul Conti  Subject:  Jeffrey,  >  Thank you for your confidence regarding =.  I absolutely believe th"
EFTA02485105,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02485105.pdf,11,1,465,,,"From:  Polina Sikorska  Sent:  Tuesday, October 6, 2015 3:24 PM  To:  Jeffrey E.  Subject:  Re:  Hi my dear Jeffrey:) How are you?  Long time didn't=see you:(  Everything is good with me, thank you =o"
EFTA02488684,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02488684.pdf,11,1,465,,,"From:  Sent:  Sunday, April 1, 2018 4:04 PM  To:  jeffrey E.  Subject:  Re: Kim Jong Un's visit to China  = am curious to see what will be a reaction from Trump's administration a=d from Europe if Chi"
EFTA02490580,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02490580.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  Play classical music  jeffrey E. <jeevacation@gmail.com>  Monday, April 2, 2018 9:38 AM  Re:  On Mon, Apr 2, 2018 at 10:24 AM vera g < > wrote:  Happy Easter ))  Hope you"
EFTA02491644,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02491644.pdf,11,1,465,,,"From:  Ramsey Elkholy  Sent:  Saturday, August 8, 2015 8:27 PM  To:  Jeffrey epstein  Subject:  Re:  Jeffrey are you in town? Can I ask you a rhinoceros favor? I'll be in DC nex= week with a girl and"
EFTA02491648,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02491648.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  tomorw  On Tue, Jul 28, 2015 at 5:12 PM,  On Tue, Jul 28, 2015 at 4:20 PM,  jeffrey E. <jeevacation@gmail.com>  Tuesday, July 28, 2015 9:15 PM  Re:  yes  <renbolotova@gmai"
EFTA02492295,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02492295.pdf,11,2,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Sunday, August 2, 2015 11:41 AM  To:  Subject:  Re:  i think that you should take some your self first, - =now.. i want you to be free with yourself."
EFTA02493399,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02493399.pdf,11,2,465,,,"From:  Sent:  To:  Subject:  Yes  jeffrey E. <jeevacation@gmail.com>  Tuesday, July 21, 2015 6:34 PM  Re:  On Tuesday, July 21, 2015,  > wrote:  Hi sneaky,  Do you need=my help with a dinner tonight?"
EFTA02493727,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02493727.pdf,11,2,465,,,"From:  Lesley Groff  Sent:  Wednesday, July 22, 2015 12:06 PM  To:  Jefffrey Epstein  Subject:  Fwd: Help with airplane tickets  Below from Joscha Bach. Please advise i= ok to purchase these tickets h"
EFTA02493787,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02493787.pdf,11,3,465,,,"From:  jeffrey E. <jeevacation@gmail.com>  Sent:  Wednesday, July 22, 2015 12:07 PM  To:  Lesley Groff  Subject:  Re: Help with airplane tickets  yes  On Wed, Jul 22, 2015 at 8:05 AM, Lesley Groff ‹ >"
EFTA02494036,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02494036.pdf,11,1,465,,,"From:  jeevacation@gmail.com  Sent:  Saturday, July 18, 2015 12:45 PM  To:  jeevacation@gmail.com  Subject:  Alert - sue bd  July 18, 2015 9:00 AM : sue bd conversation-id 109919 date-last-viewed 0 da"
